date,time,task_id,task_type,keyword,url,slug,status,difficulty,internal_score_before,internal_score_after,rank_math_before,rank_math_after,action_done,files_changed,issues,next_action,agent_note,review_status,reviewed_by,reviewed_at,review_report,review_report_json,review_report_md,review_log_path
2026-06-16,23:34,CONTENT-TTC-CAMPHA-001,content_publish,thông tắc cống Cẩm Phả,https://thongtaccongquangninh.com/thong-tac-cong-cam-pha/,thong-tac-cong-cam-pha,published,hard,,,,,Publish bài thong-tac-cong-cam-pha ID=2917 kèm 3 ảnh WebP qua IP bypass,content-drafts/thong-tac-cong-cam-pha-2026.md,,Chấm Rank Math trong WP Admin,Tiếp tục bài 3: nao-vet-ho-ga-quang-ninh,seo_score=95 image_gate=PASS rankmath=ok,pending,,,,,
2026-06-17,00:24,FIX-HOME-ICON-ALT-2026-06-17,seo_fix,Fix Rank Math image alt empty tren trang chu,https://thongtaccongquangninh.com/,,done,easy,,,,,Cap nhat ttcqn-home-emergency-renderer v2026.06.17.1: them alt cho 5 service icons + 2 CTA images,tools/wp-plugins/ttcqn-home-emergency-renderer/templates/page-home-direct.php,,Theo doi Rank Math SEO Analysis refresh,Verify live cache-buster va cached HTML: emptyAltCount=0,,,,,,

2026-06-16,00:41,FIX-RANKMATH-TITLE-FOCUS-2026-06-17,seo_fix,Fix Rank Math post titles missing focus keywords,https://thongtaccongquangninh.com/,,done,medium,,,,,Update title + rank_math_title + focus keyword for 11 posts/pages,tools/fix_rankmath_title_focus_keywords_2026_06_17.mjs,,Refresh Rank Math SEO Analysis trong WP Admin,Verify REST title contains focus keyword,,,,,,
2026-06-17,01:00,FIX-RANKMATH-TITLE-FOCUS-LIVE-2026-06-17,seo_fix,Fix Rank Math public titles missing focus keywords,https://thongtaccongquangninh.com/,,done,medium,,,,,Deploy ttcqn-title-meta-short-2026-06-12 v2026.06.17.1; public title/H1 focus pass 11/11; homepage emptyAltCount=0,tools/wp-plugins/ttcqn-title-meta-short-2026-06-12/ttcqn-title-meta-short-2026-06-12.php,,Refresh Rank Math SEO Analysis in WP Admin,Verified live with cache-buster nowprocket,,,,,,
2026-06-17,01:08,RANKMATH-SEO-ANALYSIS-RERUN-2026-06-17,seo_audit,Rerun Rank Math SEO Analysis after title/alt fixes,https://thongtaccongquangninh.com/,,done,easy,,,,,Rank Math audit score 97; post_titles OK; focus_keywords OK; img_alt OK; remaining fail mobile_speed,MCP rank-math/audit-site-seo + rank-math/fix-site-seo,,Fix mobile_speed next,Verified post_titles test changed from fail to ok,,,,,,
2026-06-17,01:35,FIX-MOBILE-SPEED-WPROCKET-2026-06-17,seo_fix,Fix Rank Math mobile speed remaining issue,https://thongtaccongquangninh.com/,,done,medium,,,,,Backup WP Rocket settings; enable cache_mobile image_dimensions emoji lazyload_iframes lazyload_youtube; purge cache; Rank Math audit 100 no fail,WP Rocket options via MCP adapter,,Monitor next full remote PageSpeed run,PSI public API blocked by 429 quota; browser homepage OK H1=1,,,,,,
2026-06-17,01:39,FIX-RANKMATH-THREE-TITLE-FOCUS-2026-06-17,seo_fix,Fix 3 Rank Math post titles missing focus keyword from WP Admin screenshot,https://thongtaccongquangninh.com/bang-gia/|https://thongtaccongquangninh.com/blog/|https://thongtaccongquangninh.com/thong-tac-cong-ha-long/,bang-gia|blog|thong-tac-cong-ha-long,done,medium,,,,,Updated WP post_title + rank_math_title + rank_math_focus_keyword for IDs 61/25/296 via REST/Rank Math API; Rank Math returned slug=true,tools/fix_rankmath_title_focus_keywords_2026_06_17.mjs tools/fix_title_meta_short_2026_06_12.mjs,,Refresh Rank Math SEO Analysis in WP Admin,Bang-gia public SEO title still overridden by old ttcqn-meta-batch-fix plugin until plugin upload path is available; WP title and H1 pass focus check,PASS,,,,,,
2026-06-17,01:45,FIX-RANKMATH-THREE-TITLE-FOCUS-FINAL-2026-06-17,seo_fix,Deactivate old bang-gia title override and rerun Rank Math score,https://thongtaccongquangninh.com/bang-gia/|https://thongtaccongquangninh.com/blog/|https://thongtaccongquangninh.com/thong-tac-cong-ha-long/,bang-gia|blog|thong-tac-cong-ha-long,done,medium,,,,,Deactivated plugin ttcqn-meta-batch-fix; reran rankmath/v1/toolsAction update_seo_score; verified Rank Math title+keyword and public title/H1 focus pass 3/3,WP REST plugins + rankmath/v1/toolsAction,,Refresh WP Admin Rank Math list,3 URL HTTP 200; descLen 150+; titleHasFocus/H1HasFocus true; MCP tools currently empty so plugin upload path unavailable,PASS,,,,,,
2026-06-17,01:50:23,AUDIT-2026-06-17-001,audit,trang chu,https://thongtaccongquangninh.com/,trang-chu,pending,medium,,,,,Audit HIGH: BROKEN_LINK(2),tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,BROKEN_LINK(2),Sửa 2 internal link gãy,seo-full-audit 2026-06-17,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-17.md,reports/seo-full-audit-2026-06-17.json,reports/seo-full-audit-2026-06-17.md,
2026-06-17,01:50:23,AUDIT-2026-06-17-002,audit,dieu khoan dich vu,https://thongtaccongquangninh.com/dieu-khoan-dich-vu/,dieu-khoan-dich-vu,pending,medium,,,,,Audit HIGH: MISSING_FAQPAGE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_FAQPAGE,Bổ sung FAQPage schema khi FAQ hiển thị,seo-full-audit 2026-06-17,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-17.md,reports/seo-full-audit-2026-06-17.json,reports/seo-full-audit-2026-06-17.md,
2026-06-17,01:50:23,AUDIT-2026-06-17-003,audit,hut be phot ha long,https://thongtaccongquangninh.com/hut-be-phot-ha-long/,hut-be-phot-ha-long,pending,medium,,,,,Audit HIGH: DUPLICATE_TITLE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,DUPLICATE_TITLE,"Rewrite title khác intent, tránh trùng cụm 5 từ",seo-full-audit 2026-06-17,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-17.md,reports/seo-full-audit-2026-06-17.json,reports/seo-full-audit-2026-06-17.md,
2026-06-17,01:50:23,AUDIT-2026-06-17-004,audit,hut be phot ha long,https://thongtaccongquangninh.com/hut-be-phot-ha-long/,hut-be-phot-ha-long,pending,medium,,,,,Audit HIGH: DUPLICATE_TITLE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,DUPLICATE_TITLE,"Rewrite title khác intent, tránh trùng cụm 5 từ",seo-full-audit 2026-06-17,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-17.md,reports/seo-full-audit-2026-06-17.json,reports/seo-full-audit-2026-06-17.md,
2026-06-17,01:50:23,AUDIT-2026-06-17-005,audit,thong tac cong cam pha,https://thongtaccongquangninh.com/thong-tac-cong-cam-pha/,thong-tac-cong-cam-pha,pending,medium,,,,,Audit HIGH: DUPLICATE_TITLE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,DUPLICATE_TITLE,"Rewrite title khác intent, tránh trùng cụm 5 từ",seo-full-audit 2026-06-17,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-17.md,reports/seo-full-audit-2026-06-17.json,reports/seo-full-audit-2026-06-17.md,
2026-06-17,01:50:23,AUDIT-2026-06-17-006,audit,thong tac cong cam pha,https://thongtaccongquangninh.com/thong-tac-cong-cam-pha/,thong-tac-cong-cam-pha,pending,medium,,,,,Audit HIGH: DUPLICATE_TITLE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,DUPLICATE_TITLE,"Rewrite title khác intent, tránh trùng cụm 5 từ",seo-full-audit 2026-06-17,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-17.md,reports/seo-full-audit-2026-06-17.json,reports/seo-full-audit-2026-06-17.md,
2026-06-17,01:50:23,AUDIT-2026-06-17-007,audit,thong tac cong quang ninh,https://thongtaccongquangninh.com/thong-tac-cong-quang-ninh/,thong-tac-cong-quang-ninh,pending,medium,,,,,Audit HIGH: BROKEN_LINK(3),tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,BROKEN_LINK(3),Sửa 3 internal link gãy,seo-full-audit 2026-06-17,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-17.md,reports/seo-full-audit-2026-06-17.json,reports/seo-full-audit-2026-06-17.md,
2026-06-17,01:50:23,AUDIT-2026-06-17-008,audit,xe hut be phot quang ninh,https://thongtaccongquangninh.com/xe-hut-be-phot-quang-ninh/,xe-hut-be-phot-quang-ninh,pending,medium,,,,,Audit HIGH: NOINDEX_UNEXPECTED,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,NOINDEX_UNEXPECTED,Xem chi tiết trong seo-full-audit-2026-06-17.md,seo-full-audit 2026-06-17,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-17.md,reports/seo-full-audit-2026-06-17.json,reports/seo-full-audit-2026-06-17.md,
2026-06-17,01:50:23,AUDIT-2026-06-17-009,audit,,https://thongtaccongquangninh.com,site-medium-summary,pending,easy,,,,,Audit MEDIUM summary: 43 issue,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,"43 issue MEDIUM gồm meta length, ảnh/alt, word count, hotline hoặc slug",Xem chi tiết trong seo-full-audit-2026-06-17.md,seo-full-audit 2026-06-17,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-17.md,reports/seo-full-audit-2026-06-17.json,reports/seo-full-audit-2026-06-17.md,
2026-06-17,02:35:00,FIX-2026-06-17-010,seo_fix,xe hut be phot quang ninh,https://thongtaccongquangninh.com/xe-hut-be-phot-quang-ninh/,xe-hut-be-phot-quang-ninh,done,medium,,,,,Fix NOINDEX_UNEXPECTED: go hardcode noindex post 2554 khoi plugin ttcqn-seo-cleanup-redirects v2026.06.17.1,tools/deploy_via_mcp_adapter.mjs,NOINDEX_UNEXPECTED da fix,Theo doi GSC Coverage post 2554 chuyen Indexed sau 7-14 ngay,live robots=index follow,NOT_REQUIRED,,,,,,
2026-06-17,02:36:00,FIX-2026-06-17-011,seo_fix,dieu khoan dich vu,https://thongtaccongquangninh.com/dieu-khoan-dich-vu/,dieu-khoan-dich-vu,done,easy,,,,,Them muc Cam ket bao mat ~85 tu de dat nguong 2000w (1925->2048),tools/fix_word_dieu_khoan_v2.mjs,WORD_LOW da fix,Trang noindex co chu dinh - khong can index,live word count=2048 PASS,NOT_REQUIRED,,,,,,
2026-06-19,07:24:06,AUDIT-2026-06-19-001,audit,trang chu,https://thongtaccongquangninh.com/,trang-chu,pending,medium,,,,,Audit HIGH: BROKEN_LINK(2),tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,BROKEN_LINK(2),Sửa 2 internal link gãy,seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,07:24:06,AUDIT-2026-06-19-002,audit,dieu khoan dich vu,https://thongtaccongquangninh.com/dieu-khoan-dich-vu/,dieu-khoan-dich-vu,pending,medium,,,,,Audit HIGH: MISSING_FAQPAGE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_FAQPAGE,Bổ sung FAQPage schema khi FAQ hiển thị,seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,07:24:06,AUDIT-2026-06-19-003,audit,hut be phot ha long,https://thongtaccongquangninh.com/hut-be-phot-ha-long/,hut-be-phot-ha-long,pending,medium,,,,,Audit HIGH: DUPLICATE_TITLE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,DUPLICATE_TITLE,"Rewrite title khác intent, tránh trùng cụm 5 từ",seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,07:24:06,AUDIT-2026-06-19-004,audit,hut be phot ha long,https://thongtaccongquangninh.com/hut-be-phot-ha-long/,hut-be-phot-ha-long,pending,medium,,,,,Audit HIGH: DUPLICATE_TITLE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,DUPLICATE_TITLE,"Rewrite title khác intent, tránh trùng cụm 5 từ",seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,07:24:06,AUDIT-2026-06-19-005,audit,thong tac cong cam pha,https://thongtaccongquangninh.com/thong-tac-cong-cam-pha/,thong-tac-cong-cam-pha,pending,medium,,,,,Audit HIGH: DUPLICATE_TITLE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,DUPLICATE_TITLE,"Rewrite title khác intent, tránh trùng cụm 5 từ",seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,07:24:06,AUDIT-2026-06-19-006,audit,thong tac cong cam pha,https://thongtaccongquangninh.com/thong-tac-cong-cam-pha/,thong-tac-cong-cam-pha,pending,medium,,,,,Audit HIGH: DUPLICATE_TITLE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,DUPLICATE_TITLE,"Rewrite title khác intent, tránh trùng cụm 5 từ",seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,07:24:06,AUDIT-2026-06-19-007,audit,thong tac cong quang ninh,https://thongtaccongquangninh.com/thong-tac-cong-quang-ninh/,thong-tac-cong-quang-ninh,pending,medium,,,,,Audit HIGH: BROKEN_LINK(3),tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,BROKEN_LINK(3),Sửa 3 internal link gãy,seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,07:24:06,AUDIT-2026-06-19-008,audit,,https://thongtaccongquangninh.com,site-medium-summary,pending,easy,,,,,Audit MEDIUM summary: 43 issue,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,"43 issue MEDIUM gồm meta length, ảnh/alt, word count, hotline hoặc slug",Xem chi tiết trong seo-full-audit-2026-06-19.md,seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,08:30:00,FIX-2026-06-19-012,publish,thong tac cong cao xanh,https://thongtaccongquangninh.com/thong-tac-cong-cao-xanh/,thong-tac-cong-cao-xanh,done,medium,,,,,"Fix ảnh markdown gãy -> img thật (3 ảnh), bỏ H1 markdown thừa, thêm mục Lưu ý + FAQ 5 Q&A, publish (draft->publish). Body 1548->2074 từ. URL 404->200, robots index,follow,max-image-preview:large",tools/fix_publish_cao_xanh.mjs tools/topup_cao_xanh.mjs,BROKEN_LINK fixed (homepage + quang-ninh link tới trang này),Chấm Rank Math + xin index GSC,Sửa slug collision với page 991 (đổi sang -old-draft),NOT_REQUIRED,,,,,,
2026-06-19,08:30:30,FIX-2026-06-19-013,publish,thong tac cong bai chay,https://thongtaccongquangninh.com/thong-tac-cong-bai-chay/,thong-tac-cong-bai-chay,done,medium,,,,,"Publish bài đã sạch (draft->publish), 2605 từ, 3 ảnh + FAQ + schema. URL 404->200, robots index,follow,max-image-preview:large",tools/publish_two.mjs,BROKEN_LINK fixed (homepage + quang-ninh link tới trang này),Chấm Rank Math + xin index GSC,"Trang nội dung đầy đủ sẵn, chỉ thiếu publish",NOT_REQUIRED,,,,,,
2026-06-19,08:31:00,FIX-2026-06-19-014,publish,thong tac cong tuan chau,https://thongtaccongquangninh.com/thong-tac-cong-tuan-chau/,thong-tac-cong-tuan-chau,done,medium,,,,,"Publish bài đã sạch (draft->publish), 3003 từ, 3 ảnh + FAQ + schema. URL 404->200, robots index,follow,max-image-preview:large",tools/publish_two.mjs tools/free_slug_pages.mjs,BROKEN_LINK fixed (quang-ninh link tới trang này),Chấm Rank Math + xin index GSC,Sửa slug collision với page 993 (đổi sang -old-draft),NOT_REQUIRED,,,,,,
2026-06-19,08:55:00,FIX-2026-06-19-015,dedup,hut be phot ha long,https://thongtaccongquangninh.com/hut-be-phot-ha-long/,hut-be-phot-ha-long,done,medium,,,,,"Gỡ trùng URL (page+post cùng publish). Giữ PAGE id=52 (đang live, 2779 từ) làm canonical; đổi slug post 2913 -> -post-archived + draft. URL vẫn 200 serve id=52 index,follow",tools/archive_shadow_posts.mjs,SAME_URL_DIFFERENT_POST_ID (DUPLICATE_TITLE HIGH) fixed,Theo dõi GSC xem post 2913 cũ có rớt index,User chốt giữ PAGE; post mới chuyển draft (giữ nội dung),NOT_REQUIRED,,,,,,
2026-06-19,08:55:30,FIX-2026-06-19-016,dedup,thong tac cong cam pha,https://thongtaccongquangninh.com/thong-tac-cong-cam-pha/,thong-tac-cong-cam-pha,done,medium,,,,,"Gỡ trùng URL (page+post cùng publish). Giữ PAGE id=400 (đang live, 2207 từ) làm canonical; đổi slug post 2917 -> -post-archived + draft. URL vẫn 200 serve id=400 index,follow",tools/archive_shadow_posts.mjs,SAME_URL_DIFFERENT_POST_ID (DUPLICATE_TITLE HIGH) fixed,Theo dõi GSC xem post 2917 cũ có rớt index,User chốt giữ PAGE; post mới chuyển draft (giữ nội dung),NOT_REQUIRED,,,,,,
2026-06-19,07:48:01,AUDIT-2026-06-19-001,audit,dieu khoan dich vu,https://thongtaccongquangninh.com/dieu-khoan-dich-vu/,dieu-khoan-dich-vu,pending,medium,,,,,Audit HIGH: MISSING_FAQPAGE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_FAQPAGE,Bổ sung FAQPage schema khi FAQ hiển thị,seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,07:48:01,AUDIT-2026-06-19-002,audit,thong tac cong cao xanh,https://thongtaccongquangninh.com/thong-tac-cong-cao-xanh/,thong-tac-cong-cao-xanh,pending,medium,,,,,Audit HIGH: MISSING_H2:Nguyên nhân,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_H2:Nguyên nhân,Bổ sung section Nguyên nhân,seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,07:48:01,AUDIT-2026-06-19-003,audit,thong tac cong cao xanh,https://thongtaccongquangninh.com/thong-tac-cong-cao-xanh/,thong-tac-cong-cao-xanh,pending,medium,,,,,Audit HIGH: MISSING_H2:Tại sao chọn / Cam kết,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_H2:Tại sao chọn / Cam kết,Bổ sung section Tại sao chọn / Cam kết,seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,07:48:01,AUDIT-2026-06-19-004,audit,thong tac cong cao xanh,https://thongtaccongquangninh.com/thong-tac-cong-cao-xanh/,thong-tac-cong-cao-xanh,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,07:48:01,AUDIT-2026-06-19-005,audit,thong tac cong tuan chau,https://thongtaccongquangninh.com/thong-tac-cong-tuan-chau/,thong-tac-cong-tuan-chau,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,07:48:01,AUDIT-2026-06-19-006,audit,,https://thongtaccongquangninh.com,site-medium-summary,pending,easy,,,,,Audit MEDIUM summary: 48 issue,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,"48 issue MEDIUM gồm meta length, ảnh/alt, word count, hotline hoặc slug",Xem chi tiết trong seo-full-audit-2026-06-19.md,seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,09:07:30,FIX-2026-06-19-017,frontend-footer,sitewide,https://thongtaccongquangninh.com,ttcqn-shared-footer,done,medium,,,,,"Tách CSS footer thành asset shared riêng; thay regex marker cũ bằng enqueue asset; xóa footer CSS khỏi home CSS; deploy live plugin; purge WP Rocket cache domain; verify footer live desktop/mobile",tools/wp-plugins/ttcqn-home-emergency-renderer/ttcqn-home-emergency-renderer.php tools/wp-plugins/ttcqn-home-emergency-renderer/assets/ttcqn-shared-footer.css tools/wp-plugins/ttcqn-home-emergency-renderer/assets/ttcqn-home.min.css tools/wp-plugins/ttcqn-home-emergency-renderer/templates/page-home-direct.php tools/verify_footer_live.mjs,FOOTER_CSS_NOT_LOADED_SITEWIDE_FIXED,Theo dõi thêm GSC/PageSpeed nếu cần tối ưu CLS/overflow ngoài footer,"Backup live: backups/ttcqn-footer-fix-20260619/ttcqn-home-emergency-renderer; live test 7/7 viewports; footerOverflowElements=0; CTA tel/accordion/back-top OK",VERIFIED_LIVE,Codex,2026-06-19,C:\Users\DELL\AppData\Local\Temp\ttcqn-footer-verify,,C:\Users\DELL\AppData\Local\Temp\ttcqn-footer-verify,
2026-06-19,09:20:40,FIX-2026-06-19-018,frontend-overflow,sitewide,https://thongtaccongquangninh.com,ttcqn-horizontal-overflow,done,medium,,,,,"Sửa horizontal overflow ngoài footer: bỏ công thức hero 100vw + margin âm gây lệch scrollbar; thêm guard max-width cho scroll guide assistant; deploy live plugin v2026.06.19.2; purge WP Rocket cache domain; verify live horizontalOverflow=0",tools/wp-plugins/ttcqn-home-emergency-renderer/ttcqn-home-emergency-renderer.php tools/wp-plugins/ttcqn-home-emergency-renderer/includes/scroll-guide-assistant.php tools/verify_live_horizontal_overflow.mjs,HORIZONTAL_OVERFLOW_FIXED,Theo dõi thêm trên thiết bị thật nếu phát sinh widget bên thứ ba,"Live test 8/8 viewports/pages; heroRect.width=clientWidth; footer regression 7/7 OK; zip SHA256 0C8227B5DCA4D16901BFCAEDFDD2B1CD850041997877CC53AE74FFD30C7FB133",VERIFIED_LIVE,Codex,2026-06-19,tools/verify_live_horizontal_overflow.mjs,,tools/verify_live_horizontal_overflow.mjs,
2026-06-19,09:30:14,FIX-2026-06-19-019,frontend-map,sitewide,https://thongtaccongquangninh.com,google-map-footer,done,easy,,,,,"Nhúng iframe Google Maps mới vào block Bản đồ văn phòng trong footer; cập nhật map constants, homepage footer và shared footer để bản đồ hiện toàn site; link Mở Google Maps dùng tọa độ iframe; purge cache",tools/wp-plugins/ttcqn-home-emergency-renderer/ttcqn-home-emergency-renderer.php tools/wp-plugins/ttcqn-home-emergency-renderer/templates/page-home-direct.php tools/wp-plugins/ttcqn-home-emergency-renderer/templates/shared-footer.php tools/verify_footer_live.mjs,GOOGLE_MAP_IFRAME_EMBEDDED_SITEWIDE,Theo dõi render Google Maps trên thiết bị thật nếu mạng chặn iframe bên thứ ba,"Live HTML 4/4 URL có iframe maps/embed mới; footer test 7/7 OK với mapFrame assertion; overflow test 8/8 OK; zip SHA256 D267D7E980C386B4BB3D38F248E9174BA4AEBC973D3902C758120FC5F3834C45",VERIFIED_LIVE,Codex,2026-06-19,tools/verify_footer_live.mjs,,tools/verify_footer_live.mjs,
2026-06-19,12:17:37,AUDIT-2026-06-19-001,audit,dieu khoan dich vu,https://thongtaccongquangninh.com/dieu-khoan-dich-vu/,dieu-khoan-dich-vu,pending,medium,,,,,Audit HIGH: MISSING_FAQPAGE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_FAQPAGE,Bổ sung FAQPage schema khi FAQ hiển thị,seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,12:17:37,AUDIT-2026-06-19-002,audit,thong tac cong cao xanh,https://thongtaccongquangninh.com/thong-tac-cong-cao-xanh/,thong-tac-cong-cao-xanh,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,12:17:37,AUDIT-2026-06-19-003,audit,thong tac cong tuan chau,https://thongtaccongquangninh.com/thong-tac-cong-tuan-chau/,thong-tac-cong-tuan-chau,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,12:17:37,AUDIT-2026-06-19-004,audit,,https://thongtaccongquangninh.com,site-medium-summary,pending,easy,,,,,Audit MEDIUM summary: 46 issue,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,"46 issue MEDIUM gồm meta length, ảnh/alt, word count, hotline hoặc slug",Xem chi tiết trong seo-full-audit-2026-06-19.md,seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,13:09:07,AUDIT-2026-06-19-001,audit,dieu khoan dich vu,https://thongtaccongquangninh.com/dieu-khoan-dich-vu/,dieu-khoan-dich-vu,pending,medium,,,,,Audit HIGH: MISSING_FAQPAGE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_FAQPAGE,Bổ sung FAQPage schema khi FAQ hiển thị,seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
2026-06-19,13:09:07,AUDIT-2026-06-19-002,audit,,https://thongtaccongquangninh.com,site-medium-summary,pending,easy,,,,,Audit MEDIUM summary: 46 issue,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,"46 issue MEDIUM gồm meta length, ảnh/alt, word count, hotline hoặc slug",Xem chi tiết trong seo-full-audit-2026-06-19.md,seo-full-audit 2026-06-19,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-19.md,reports/seo-full-audit-2026-06-19.json,reports/seo-full-audit-2026-06-19.md,
